,yhat
0,0.037592378
1,0.037592378
2,0.037592378
3,0.037592378
4,0.037592378
5,0.037592378
6,0.037592378
7,0.037592378
8,0.037592378
9,0.037592378
10,0.037592378
11,0.037592378
12,0.037592378
13,0.037592378
14,0.037592378
15,0.037592378
16,0.037592378
17,0.037592378
18,0.037592378
19,0.037592378
20,0.037592378
21,0.037592378
22,0.037592378
23,0.037592378
24,0.037592378
25,0.037592378
26,0.037592378
27,0.037592378
28,0.037592378
29,0.037592378
30,0.037592378
31,0.037592378
32,0.037592378
33,0.037592378
34,0.037592378
35,0.037592378
36,0.037592378
37,0.037592378
38,0.037592378
39,0.037592378
40,0.037592378
41,0.037592378
42,0.037592378
43,0.037592378
44,0.037592378
45,0.037592378
46,0.037592378
47,0.037592378
48,0.037592378
49,0.037592378
50,0.037592378
51,0.037592378
52,0.037592378
53,0.037592378
54,0.037592378
55,0.037592378
56,0.037592378
57,0.037592378
58,0.037592378
59,0.037592378
60,0.037592378
61,0.037592378
62,0.037592378
63,0.037592378
64,0.037592378
65,0.037592378
66,0.037592378
67,0.037592378
68,0.037592378
69,0.037592378
70,0.037592378
71,0.037592378
72,0.037592378
73,0.037592378
74,0.037592378
75,0.037592378
76,0.037592378
77,0.037592378
78,0.037592378
79,0.037592378
80,0.037592378
81,0.037592378
82,0.037592378
83,0.037592378
84,0.037592378
85,0.037592378
86,0.037592378
87,0.037592378
88,0.037592378
89,0.037592378
90,0.037592378
91,0.037592378
92,0.037592378
93,0.037592378
94,0.037592378
95,0.037592378
96,0.037592378
97,0.037592378
98,0.037592378
99,0.037592378
100,0.037592378
101,0.037592378
102,0.037592378
103,0.037592378
104,0.037592378
105,0.037592378
106,0.037592378
107,0.037592378
108,0.037592378
109,0.037592378
110,0.037592378
111,0.037592378
112,0.037592378
113,0.037592378
114,0.037592378
115,0.037592378
116,0.037592378
117,0.037592378
118,0.037592378
119,0.037592378
120,0.037592378
121,0.037592378
122,0.037592378
123,0.037592378
124,0.037592378
125,0.037592378
126,0.037592378
127,0.037592378
128,0.037592378
129,0.037592378
130,0.037592378
131,0.037592378
132,0.037592378
133,0.037592378
134,0.037592378
135,0.037592378
136,0.037592378
137,0.037592378
138,0.037592378
139,0.037592378
140,0.037592378
141,0.037592378
142,0.037592378
143,0.037592378
144,0.037592378
145,0.037592378
146,0.037592378
147,0.037592378
148,0.037592378
149,0.037592378
150,0.037592378
151,0.037592378
152,0.037592378
153,0.037592378
154,0.037592378
155,0.037592378
156,0.037592378
157,0.037592378
158,0.037592378
159,0.037592378
160,0.037592378
161,0.037592378
162,0.037592378
163,0.037592378
164,0.037592378
165,0.037592378
166,0.037592378
167,0.037592378
168,0.037592378
169,0.037592378
170,0.037592378
171,0.037592378
172,0.037592378
173,0.037592378
174,0.037592378
175,0.037592378
176,0.037592378
177,0.037592378
178,0.037592378
179,0.037592378
180,0.037592378
181,0.037592378
182,0.037592378
183,0.037592378
184,0.037592378
185,0.037592378
186,0.037592378
187,0.037592378
188,0.037592378
189,0.037592378
190,0.037592378
191,0.037592378
192,0.037592378
193,0.037592378
194,0.037592378
195,0.037592378
196,0.037592378
197,0.037592378
198,0.037592378
199,0.037592378
200,0.037592378
201,0.037592378
202,0.037592378
203,0.037592378
204,0.037592378
205,0.037592378
206,0.037592378
207,0.037592378
208,0.037592378
209,0.037592378
210,0.037592378
211,0.037592378
212,0.037592378
213,0.037592378
214,0.037592378
215,0.037592378
216,0.037592378
217,0.037592378
218,0.037592378
219,0.037592378
220,0.037592378
221,0.037592378
222,0.037592378
223,0.037592378
224,0.037592378
225,0.037592378
226,0.037592378
227,0.037592378
228,0.037592378
229,0.037592378
230,0.037592378
231,0.037592378
232,0.037592378
233,0.037592378
234,0.037592378
235,0.037592378
236,0.037592378
237,0.037592378
238,0.037592378
239,0.037592378
240,0.037592378
241,0.037592378
242,0.037592378
243,0.037592378
244,0.037592378
245,0.037592378
246,0.037592378
247,0.037592378
248,0.037592378
249,0.037592378
250,0.037592378
251,0.037592378
252,0.037592378
253,0.037592378
254,0.037592378
255,0.037592378
256,0.037592378
257,0.037592378
258,0.037592378
259,0.037592378
260,0.037592378
261,0.037592378
262,0.037592378
263,0.037592378
264,0.037592378
265,0.037592378
266,0.037592378
267,0.037592378
268,0.037592378
269,0.037592378
270,0.037592378
271,0.037592378
272,0.037592378
273,0.037592378
274,0.037592378
275,0.037592378
276,0.037592378
277,0.037592378
278,0.037592378
279,0.037592378
280,0.037592378
281,0.037592378
282,0.037592378
283,0.037592378
284,0.037592378
285,0.037592378
286,0.037592378
287,0.037592378
288,0.037592378
289,0.037592378
290,0.037592378
291,0.037592378
292,0.037592378
293,0.037592378
294,0.037592378
295,0.037592378
296,0.037592378
297,0.037592378
298,0.037592378
299,0.037592378
300,0.037592378
301,0.037592378
302,0.037592378
303,0.037592378
304,0.037592378
305,0.037592378
306,0.037592378
307,0.037592378
308,0.037592378
309,0.037592378
310,0.037592378
311,0.037592378
312,0.037592378
313,0.037592378
314,0.037592378
315,0.037592378
316,0.037592378
317,0.037592378
318,0.037592378
319,0.037592378
320,0.037592378
321,0.037592378
322,0.037592378
323,0.037592378
324,0.037592378
325,0.037592378
326,0.037592378
327,0.037592378
328,0.037592378
329,0.037592378
330,0.037592378
331,0.037592378
332,0.037592378
333,0.037592378
334,0.037592378
335,0.037592378
336,0.037592378
337,0.037592378
338,0.037592378
339,0.037592378
340,0.037592378
341,0.037592378
342,0.037592378
343,0.037592378
344,0.037592378
345,0.037592378
346,0.037592378
347,0.037592378
348,0.037592378
349,0.037592378
350,0.037592378
351,0.037592378
352,0.037592378
353,0.037592378
354,0.037592378
355,0.037592378
356,0.037592378
357,0.037592378
358,0.037592378
359,0.037592378
360,0.037592378
361,0.037592378
362,0.037592378
363,0.037592378
364,0.037592378
365,0.037592378
366,0.037592378
367,0.037592378
368,0.037592378
369,0.037592378
370,0.037592378
371,0.037592378
372,0.037592378
373,0.037592378
374,0.037592378
375,0.037592378
376,0.037592378
377,0.037592378
378,0.037592378
379,0.037592378
380,0.037592378
381,0.037592378
382,0.037592378
383,0.037592378
384,0.037592378
385,0.037592378
386,0.037592378
387,0.037592378
388,0.037592378
389,0.037592378
390,0.037592378
391,0.037592378
392,0.037592378
393,0.037592378
394,0.037592378
395,0.037592378
396,0.037592378
397,0.037592378
398,0.037592378
399,0.037592378
400,0.037592378
401,0.037592378
402,0.037592378
403,0.037592378
404,0.037592378
405,0.037592378
406,0.037592378
407,0.037592378
408,0.037592378
409,0.037592378
410,0.037592378
411,0.037592378
412,0.037592378
413,0.037592378
414,0.037592378
415,0.037592378
416,0.037592378
417,0.037592378
418,0.037592378
419,0.037592378
420,0.037592378
421,0.037592378
422,0.037592378
423,0.037592378
424,0.037592378
425,0.037592378
426,0.037592378
427,0.037592378
428,0.037592378
429,0.037592378
430,0.037592378
431,0.037592378
432,0.037592378
433,0.037592378
434,0.037592378
435,0.037592378
436,0.037592378
437,0.037592378
438,0.037592378
439,0.037592378
440,0.037592378
441,0.037592378
442,0.037592378
443,0.037592378
444,0.037592378
445,0.037592378
446,0.037592378
447,0.037592378
448,0.037592378
449,0.037592378
450,0.037592378
451,0.037592378
452,0.037592378
453,0.037592378
454,0.037592378
455,0.037592378
456,0.037592378
457,0.037592378
458,0.037592378
459,0.037592378
460,0.037592378
461,0.037592378
462,0.037592378
463,0.037592378
464,0.037592378
465,0.037592378
466,0.037592378
467,0.037592378
468,0.037592378
469,0.037592378
470,0.037592378
471,0.037592378
472,0.037592378
473,0.037592378
474,0.037592378
475,0.037592378
476,0.037592378
477,0.037592378
478,0.037592378
479,0.037592378
480,0.037592378
481,0.037592378
482,0.037592378
483,0.037592378
484,0.037592378
485,0.037592378
486,0.037592378
487,0.037592378
488,0.037592378
489,0.037592378
490,0.037592378
491,0.037592378
492,0.037592378
493,0.037592378
494,0.037592378
495,0.037592378
496,0.037592378
497,0.037592378
498,0.037592378
499,0.037592378
500,0.037592378
501,0.037592378
502,0.037592378
503,0.037592378
504,0.037592378
505,0.037592378
506,0.037592378
507,0.037592378
508,0.037592378
509,0.037592378
510,0.037592378
511,0.037592378
512,0.037592378
513,0.037592378
514,0.037592378
515,0.037592378
516,0.037592378
517,0.037592378
518,0.037592378
519,0.037592378
520,0.037592378
521,0.037592378
522,0.037592378
523,0.037592378
524,0.037592378
525,0.037592378
526,0.037592378
527,0.037592378
528,0.037592378
529,0.037592378
530,0.037592378
531,0.037592378
532,0.037592378
533,0.037592378
534,0.037592378
535,0.037592378
536,0.037592378
537,0.037592378
538,0.037592378
539,0.037592378
540,0.037592378
541,0.037592378
542,0.037592378
543,0.037592378
544,0.037592378
545,0.037592378
546,0.037592378
547,0.037592378
548,0.037592378
549,0.037592378
550,0.037592378
551,0.037592378
552,0.037592378
553,0.037592378
554,0.037592378
555,0.037592378
556,0.037592378
557,0.037592378
558,0.037592378
559,0.037592378
560,0.037592378
561,0.037592378
562,0.037592378
563,0.037592378
564,0.037592378
565,0.037592378
566,0.037592378
567,0.037592378
568,0.037592378
569,0.037592378
570,0.037592378
571,0.037592378
572,0.037592378
573,0.037592378
574,0.037592378
575,0.037592378
576,0.037592378
577,0.037592378
578,0.037592378
579,0.037592378
580,0.037592378
581,0.037592378
582,0.037592378
583,0.037592378
584,0.037592378
585,0.037592378
586,0.037592378
587,0.037592378
588,0.037592378
589,0.037592378
590,0.037592378
591,0.037592378
592,0.037592378
593,0.037592378
594,0.037592378
595,0.037592378
596,0.037592378
597,0.037592378
598,0.037592378
599,0.037592378
600,0.037592378
601,0.037592378
602,0.037592378
603,0.037592378
604,0.037592378
605,0.037592378
606,0.037592378
607,0.037592378
608,0.037592378
609,0.037592378
610,0.037592378
611,0.037592378
612,0.037592378
613,0.037592378
614,0.037592378
615,0.037592378
616,0.037592378
617,0.037592378
618,0.037592378
619,0.037592378
620,0.037592378
621,0.037592378
622,0.037592378
623,0.037592378
624,0.037592378
625,0.037592378
626,0.037592378
627,0.037592378
628,0.037592378
629,0.037592378
630,0.037592378
631,0.037592378
632,0.037592378
633,0.037592378
634,0.037592378
635,0.037592378
636,0.037592378
637,0.037592378
638,0.037592378
639,0.037592378
640,0.037592378
641,0.037592378
642,0.037592378
643,0.037592378
644,0.037592378
645,0.037592378
646,0.037592378
647,0.037592378
648,0.037592378
649,0.037592378
650,0.037592378
651,0.037592378
652,0.037592378
653,0.037592378
654,0.037592378
655,0.037592378
656,0.037592378
657,0.037592378
658,0.037592378
659,0.037592378
660,0.037592378
661,0.037592378
662,0.037592378
663,0.037592378
664,0.037592378
665,0.037592378
666,0.037592378
667,0.037592378
668,0.037592378
669,0.037592378
670,0.037592378
671,0.037592378
672,0.037592378
673,0.037592378
674,0.037592378
675,0.037592378
676,0.037592378
677,0.037592378
678,0.037592378
679,0.037592378
680,0.037592378
681,0.037592378
682,0.037592378
683,0.037592378
684,0.037592378
685,0.037592378
686,0.037592378
687,0.037592378
688,0.037592378
689,0.037592378
690,0.037592378
691,0.037592378
692,0.037592378
693,0.037592378
694,0.037592378
695,0.037592378
696,0.037592378
697,0.037592378
698,0.037592378
699,0.037592378
700,0.037592378
701,0.037592378
702,0.037592378
703,0.037592378
704,0.037592378
705,0.037592378
706,0.037592378
707,0.037592378
708,0.037592378
709,0.037592378
710,0.037592378
711,0.037592378
712,0.037592378
713,0.037592378
714,0.037592378
715,0.037592378
716,0.037592378
717,0.037592378
718,0.037592378
719,0.037592378
720,0.037592378
721,0.037592378
722,0.037592378
723,0.037592378
724,0.037592378
725,0.037592378
726,0.037592378
727,0.037592378
728,0.037592378
729,0.037592378
730,0.037592378
731,0.037592378
732,0.037592378
733,0.037592378
734,0.037592378
735,0.037592378
736,0.037592378
737,0.037592378
738,0.037592378
739,0.037592378
740,0.037592378
741,0.037592378
742,0.037592378
743,0.037592378
744,0.037592378
745,0.037592378
746,0.037592378
747,0.037592378
748,0.037592378
749,0.037592378
750,0.037592378
751,0.037592378
752,0.037592378
753,0.037592378
754,0.037592378
755,0.037592378
756,0.037592378
757,0.037592378
758,0.037592378
759,0.037592378
760,0.037592378
761,0.037592378
762,0.037592378
763,0.037592378
764,0.037592378
765,0.037592378
766,0.037592378
767,0.037592378
768,0.037592378
769,0.037592378
770,0.037592378
771,0.037592378
772,0.037592378
773,0.037592378
774,0.037592378
775,0.037592378
776,0.037592378
777,0.037592378
778,0.037592378
779,0.037592378
780,0.037592378
781,0.037592378
782,0.037592378
783,0.037592378
784,0.037592378
785,0.037592378
786,0.037592378
787,0.037592378
788,0.037592378
789,0.037592378
790,0.037592378
791,0.037592378
792,0.037592378
793,0.037592378
794,0.037592378
795,0.037592378
796,0.037592378
797,0.037592378
798,0.037592378
799,0.037592378
800,0.037592378
801,0.037592378
802,0.037592378
803,0.037592378
804,0.037592378
805,0.037592378
806,0.037592378
807,0.037592378
808,0.037592378
809,0.037592378
810,0.037592378
811,0.037592378
812,0.037592378
813,0.037592378
814,0.037592378
815,0.037592378
816,0.037592378
817,0.037592378
818,0.037592378
819,0.037592378
820,0.037592378
821,0.037592378
822,0.037592378
823,0.037592378
824,0.037592378
825,0.037592378
826,0.037592378
827,0.037592378
828,0.037592378
829,0.037592378
830,0.037592378
831,0.037592378
832,0.037592378
833,0.037592378
834,0.037592378
835,0.037592378
836,0.037592378
837,0.037592378
838,0.037592378
839,0.037592378
840,0.037592378
841,0.037592378
842,0.037592378
843,0.037592378
844,0.037592378
845,0.037592378
846,0.037592378
847,0.037592378
848,0.037592378
849,0.037592378
850,0.037592378
851,0.037592378
852,0.037592378
853,0.037592378
854,0.037592378
855,0.037592378
856,0.037592378
857,0.037592378
858,0.037592378
859,0.037592378
860,0.037592378
861,0.037592378
862,0.037592378
863,0.037592378
864,0.037592378
865,0.037592378
866,0.037592378
867,0.037592378
868,0.037592378
869,0.037592378
870,0.037592378
871,0.037592378
872,0.037592378
873,0.037592378
874,0.037592378
875,0.037592378
876,0.037592378
877,0.037592378
878,0.037592378
879,0.037592378
880,0.037592378
881,0.037592378
882,0.037592378
883,0.037592378
884,0.037592378
885,0.037592378
886,0.037592378
887,0.037592378
888,0.037592378
889,0.037592378
890,0.037592378
891,0.037592378
892,0.037592378
893,0.037592378
894,0.037592378
895,0.037592378
896,0.037592378
897,0.037592378
898,0.037592378
899,0.037592378
900,0.037592378
901,0.037592378
902,0.037592378
903,0.037592378
904,0.037592378
905,0.037592378
906,0.037592378
907,0.037592378
908,0.037592378
909,0.037592378
910,0.037592378
911,0.037592378
912,0.037592378
913,0.037592378
914,0.037592378
915,0.037592378
916,0.037592378
917,0.037592378
918,0.037592378
919,0.037592378
920,0.037592378
921,0.037592378
922,0.037592378
923,0.037592378
924,0.037592378
925,0.037592378
926,0.037592378
927,0.037592378
928,0.037592378
929,0.037592378
930,0.037592378
931,0.037592378
932,0.037592378
933,0.037592378
934,0.037592378
935,0.037592378
936,0.037592378
937,0.037592378
938,0.037592378
939,0.037592378
940,0.037592378
941,0.037592378
942,0.037592378
943,0.037592378
944,0.037592378
945,0.037592378
946,0.037592378
947,0.037592378
948,0.037592378
949,0.037592378
950,0.037592378
951,0.037592378
952,0.037592378
953,0.037592378
954,0.037592378
955,0.037592378
956,0.037592378
957,0.037592378
958,0.037592378
959,0.037592378
960,0.037592378
961,0.037592378
962,0.037592378
963,0.037592378
964,0.037592378
965,0.037592378
966,0.037592378
967,0.037592378
968,0.037592378
969,0.037592378
970,0.037592378
971,0.037592378
972,0.037592378
973,0.037592378
974,0.037592378
975,0.037592378
976,0.037592378
977,0.037592378
978,0.037592378
979,0.037592378
980,0.037592378
981,0.037592378
982,0.037592378
983,0.037592378
984,0.037592378
985,0.037592378
986,0.037592378
987,0.037592378
988,0.037592378
989,0.037592378
990,0.037592378
991,0.037592378
992,0.037592378
993,0.037592378
994,0.037592378
995,0.037592378
996,0.037592378
997,0.037592378
998,0.037592378
999,0.037592378
1000,0.037592378
1001,0.037592378
1002,0.037592378
1003,0.037592378
1004,0.037592378
1005,0.037592378
1006,0.037592378
1007,0.037592378
1008,0.037592378
1009,0.037592378
1010,0.037592378
1011,0.037592378
1012,0.037592378
1013,0.037592378
1014,0.037592378
1015,0.037592378
1016,0.037592378
1017,0.037592378
1018,0.037592378
1019,0.037592378
1020,0.037592378
1021,0.037592378
1022,0.037592378
1023,0.037592378
1024,0.037592378
1025,0.037592378
1026,0.037592378
1027,0.037592378
1028,0.037592378
1029,0.037592378
1030,0.037592378
1031,0.037592378
1032,0.037592378
1033,0.037592378
1034,0.037592378
1035,0.037592378
1036,0.037592378
1037,0.037592378
1038,0.037592378
1039,0.037592378
1040,0.037592378
1041,0.037592378
1042,0.037592378
1043,0.037592378
1044,0.037592378
1045,0.037592378
1046,0.037592378
1047,0.037592378
1048,0.037592378
1049,0.037592378
1050,0.037592378
1051,0.037592378
1052,0.037592378
1053,0.037592378
1054,0.037592378
1055,0.037592378
1056,0.037592378
1057,0.037592378
1058,0.037592378
1059,0.037592378
1060,0.037592378
1061,0.037592378
1062,0.037592378
1063,0.037592378
1064,0.037592378
1065,0.037592378
1066,0.037592378
1067,0.037592378
1068,0.037592378
1069,0.037592378
1070,0.037592378
1071,0.037592378
1072,0.037592378
1073,0.037592378
1074,0.037592378
1075,0.037592378
1076,0.037592378
1077,0.037592378
1078,0.037592378
1079,0.037592378
1080,0.037592378
1081,0.037592378
1082,0.037592378
1083,0.037592378
1084,0.037592378
1085,0.037592378
1086,0.037592378
1087,0.037592378
1088,0.037592378
1089,0.037592378
1090,0.037592378
1091,0.037592378
1092,0.037592378
1093,0.037592378
1094,0.037592378
1095,0.037592378
1096,0.037592378
1097,0.037592378
1098,0.037592378
1099,0.037592378
1100,0.037592378
1101,0.037592378
1102,0.037592378
1103,0.037592378
1104,0.037592378
1105,0.037592378
1106,0.037592378
1107,0.037592378
1108,0.037592378
1109,0.037592378
1110,0.037592378
1111,0.037592378
1112,0.037592378
1113,0.037592378
1114,0.037592378
1115,0.037592378
1116,0.037592378
1117,0.037592378
1118,0.037592378
1119,0.037592378
1120,0.037592378
1121,0.037592378
1122,0.037592378
1123,0.037592378
1124,0.037592378
1125,0.037592378
1126,0.037592378
1127,0.037592378
1128,0.037592378
1129,0.037592378
1130,0.037592378
1131,0.037592378
1132,0.037592378
1133,0.037592378
1134,0.037592378
1135,0.037592378
1136,0.037592378
1137,0.037592378
1138,0.037592378
1139,0.037592378
1140,0.037592378
1141,0.037592378
1142,0.037592378
1143,0.037592378
1144,0.037592378
1145,0.037592378
1146,0.037592378
1147,0.037592378
1148,0.037592378
1149,0.037592378
1150,0.037592378
1151,0.037592378
1152,0.037592378
1153,0.037592378
1154,0.037592378
1155,0.037592378
1156,0.037592378
1157,0.037592378
1158,0.037592378
1159,0.037592378
1160,0.037592378
1161,0.037592378
1162,0.037592378
1163,0.037592378
1164,0.037592378
1165,0.037592378
1166,0.037592378
1167,0.037592378
1168,0.037592378
1169,0.037592378
1170,0.037592378
1171,0.037592378
1172,0.037592378
1173,0.037592378
1174,0.037592378
1175,0.037592378
1176,0.037592378
1177,0.037592378
1178,0.037592378
1179,0.037592378
1180,0.037592378
1181,0.037592378
1182,0.037592378
1183,0.037592378
1184,0.037592378
1185,0.037592378
1186,0.037592378
1187,0.037592378
1188,0.037592378
1189,0.037592378
1190,0.037592378
1191,0.037592378
1192,0.037592378
1193,0.037592378
1194,0.037592378
1195,0.037592378
1196,0.037592378
1197,0.037592378
1198,0.037592378
1199,0.037592378
1200,0.037592378
1201,0.037592378
1202,0.037592378
1203,0.037592378
1204,0.037592378
1205,0.037592378
1206,0.037592378
1207,0.037592378
1208,0.037592378
1209,0.037592378
1210,0.037592378
1211,0.037592378
1212,0.037592378
1213,0.037592378
1214,0.037592378
1215,0.037592378
1216,0.037592378
1217,0.037592378
1218,0.037592378
1219,0.037592378
1220,0.037592378
1221,0.037592378
1222,0.037592378
1223,0.037592378
1224,0.037592378
1225,0.037592378
1226,0.037592378
