,yhat
0,0.008361941
1,0.008361941
2,0.008361941
3,0.008361941
4,0.008361941
5,0.008361941
6,0.008361941
7,0.008361941
8,0.008361941
9,0.008361941
10,0.008361941
11,0.008361941
12,0.008361941
13,0.008361941
14,0.008361941
15,0.008361941
16,0.008361941
17,0.008361941
18,0.008361941
19,0.008361941
20,0.008361941
21,0.008361941
22,0.008361941
23,0.008361941
24,0.008361941
25,0.008361941
26,0.008361941
27,0.008361941
28,0.008361941
29,0.008361941
30,0.008361941
31,0.008361941
32,0.008361941
33,0.008358843
34,0.008358088
35,0.008357782
36,0.008357718
37,0.00835748
38,0.008357718
39,0.008357687
40,0.008357687
41,0.00835748
42,0.00835748
43,0.00835748
44,0.00835748
45,0.00835686
46,0.008357258
47,0.00835686
48,0.008357258
49,0.008357258
50,0.008357258
51,0.00835686
52,0.00835686
53,0.00835686
54,0.00835686
55,0.008357258
56,0.00835686
57,0.00835686
58,0.00835686
59,0.0083563635
60,0.008355883
61,0.00835686
62,0.008351554
63,0.0083518755
64,0.0083518755
65,0.008352213
66,0.008352213
67,0.008352213
68,0.0083518755
69,0.008352213
70,0.0083518755
71,0.008355883
72,0.008355883
73,0.008355883
74,0.0083563635
75,0.008355883
76,0.008355416
77,0.008355883
78,0.008355883
79,0.008355883
80,0.008361941
81,0.008361941
82,0.008361941
83,0.008361941
84,0.008361941
85,0.008361941
86,0.008361941
87,0.008361941
88,0.008361941
89,0.008361941
90,0.008361941
91,0.008361941
92,0.008361941
93,0.008361941
94,0.008361941
95,0.008361941
96,0.008361941
97,0.008361941
98,0.008361941
99,0.008361941
100,0.008361941
101,0.008361941
102,0.008361941
103,0.008361941
104,0.008361941
105,0.008361941
106,0.008361941
107,0.008361941
108,0.008361941
109,0.008361941
110,0.008361941
111,0.008361941
112,0.008361941
113,0.008361941
114,0.008361941
115,0.008361941
116,0.008361941
117,0.008361941
118,0.008361941
119,0.008361941
120,0.008361941
121,0.008361941
122,0.008361941
123,0.008361941
124,0.008361941
125,0.008361941
126,0.008361941
127,0.008361941
128,0.008361941
129,0.008361941
130,0.008361941
131,0.008361941
132,0.008361941
133,0.008361941
134,0.008361941
135,0.008361941
136,0.008361941
137,0.008361941
138,0.008361941
139,0.008361941
140,0.008361941
141,0.008361941
142,0.008361941
143,0.008361941
144,0.008361941
145,0.008361941
146,0.008361941
147,0.008361941
148,0.008361941
149,0.008361941
150,0.008361941
151,0.008361941
152,0.008361941
153,0.008361941
154,0.008361941
155,0.008361941
156,0.008361941
157,0.008361941
158,0.008361941
159,0.008361941
160,0.008361941
161,0.008361941
162,0.008361941
163,0.008361941
164,0.008361941
165,0.008361941
166,0.008361941
167,0.008361941
168,0.008361941
169,0.008361941
170,0.008361941
171,0.008361941
172,0.008361941
173,0.008361941
174,0.008361941
175,0.008361941
176,0.008361941
177,0.008361941
178,0.008361941
179,0.008361941
180,0.008361941
181,0.008361941
182,0.008361941
183,0.008361941
184,0.008361941
185,0.008361941
186,0.008361941
187,0.008361941
188,0.008361941
189,0.008361941
190,0.008361941
191,0.008361941
192,0.008361941
193,0.008361941
194,0.008361941
195,0.008361941
196,0.008361941
197,0.008361941
198,0.008361941
199,0.008361941
200,0.008361941
201,0.008361941
202,0.008361941
203,0.008361941
204,0.008361941
205,0.008361941
206,0.008361941
207,0.008361941
208,0.008361941
209,0.008361941
210,0.008361941
211,0.008361941
212,0.008361941
213,0.008361941
214,0.008361941
215,0.008361941
216,0.008361941
217,0.008361941
218,0.0083601205
219,0.008358319
220,0.008357879
221,0.008357656
222,0.00835748
223,0.008357656
224,0.008357656
225,0.008357258
226,0.008352563
227,0.008352213
228,0.008352563
229,0.008352563
230,0.008352928
231,0.008352213
232,0.008352563
233,0.008352563
234,0.008352213
235,0.008355883
236,0.0083563635
237,0.0083563635
238,0.0083563635
239,0.008355883
240,0.008355416
241,0.008355883
242,0.0083563635
243,0.008354966
244,0.008355883
245,0.008355883
246,0.0083563635
247,0.008355416
248,0.008355883
249,0.008355416
250,0.008355883
251,0.008355416
252,0.008355416
253,0.008354966
254,0.008354107
255,0.008354107
256,0.008354107
257,0.008353699
258,0.008354107
259,0.008353699
260,0.008354107
261,0.008354529
262,0.008354529
263,0.008352928
264,0.008361941
265,0.008361941
266,0.008361941
267,0.008361941
268,0.008361941
269,0.008361941
270,0.008361941
271,0.008361941
272,0.008361941
273,0.008361941
274,0.008361941
275,0.008361941
276,0.008361941
277,0.008361941
278,0.008361941
279,0.008361941
280,0.008361941
281,0.008361941
282,0.008361941
283,0.008361941
284,0.008361941
285,0.008361941
286,0.008361941
287,0.008361941
288,0.008361941
289,0.008361941
290,0.008361941
291,0.008361941
292,0.008361941
293,0.008361941
294,0.008361941
295,0.008361941
296,0.008361941
297,0.008361941
298,0.008361941
299,0.008361941
300,0.008361941
301,0.008361941
302,0.008361941
303,0.008361941
304,0.008361941
305,0.008361941
306,0.008361941
307,0.008361941
308,0.008361941
309,0.008361941
310,0.008361941
311,0.008361941
312,0.008358637
313,0.008357782
314,0.008352928
315,0.008352213
316,0.008352563
317,0.008352928
318,0.008352563
319,0.008352213
320,0.008352213
321,0.008352213
322,0.0083518755
323,0.008355883
324,0.008355883
325,0.008355416
326,0.008355883
327,0.008355883
328,0.008355416
329,0.008355416
330,0.008355416
331,0.008355416
332,0.008354966
333,0.008355416
334,0.008355416
335,0.008355416
336,0.008355416
337,0.008354966
338,0.008354966
339,0.008354966
340,0.008354529
341,0.008354966
342,0.008354966
343,0.008354966
344,0.008354529
345,0.008354966
346,0.008354966
347,0.008354529
348,0.008354529
349,0.008354966
350,0.008354529
351,0.008354966
352,0.008354107
353,0.008354107
354,0.008350175
355,0.008350421
356,0.008350421
357,0.008350955
358,0.008350681
359,0.008350955
360,0.008350421
361,0.008350955
362,0.008350421
363,0.008354529
364,0.008354107
365,0.008354107
366,0.008354107
367,0.008354529
368,0.008380376
369,0.008386999
370,0.008361941
371,0.008361941
372,0.008361941
373,0.008361941
374,0.008361941
375,0.008361941
376,0.008361941
377,0.008361941
378,0.008361941
379,0.008361941
380,0.008361941
381,0.008361941
382,0.008361941
383,0.008361941
384,0.008361941
385,0.008361941
386,0.008361941
387,0.008361941
388,0.008361941
389,0.008361941
390,0.008361941
391,0.008361941
392,0.008361941
393,0.008361941
394,0.008361941
395,0.008361941
396,0.008361941
397,0.008361941
398,0.008361941
399,0.008361941
400,0.008361941
401,0.008361941
402,0.008361941
403,0.008361941
404,0.008361941
405,0.008361941
406,0.008361941
407,0.008361941
408,0.008361941
409,0.008361941
410,0.008361941
411,0.008361941
412,0.008361941
413,0.008361941
414,0.008361941
415,0.008361941
416,0.008361941
417,0.008361941
418,0.008361941
419,0.008361941
420,0.008361941
421,0.008361941
422,0.008361941
423,0.008361941
424,0.008361941
425,0.008361941
426,0.008361941
427,0.008361941
428,0.008361941
429,0.008361941
430,0.008361941
431,0.008361941
432,0.008361941
433,0.008361941
434,0.008361941
435,0.008361941
436,0.008361941
437,0.008361941
438,0.008361941
439,0.008361941
440,0.008361941
441,0.008361941
442,0.008361941
443,0.008361941
444,0.008361941
445,0.008361941
446,0.008361941
447,0.008358986
448,0.008354107
449,0.008349162
450,0.008648865
